airport_ref,airport_ident,type_of_airport,airport_name,latitude,longitude,elevation_ft,state,municipality,scheduled_service,unique_id,id,length_ft,width_ft,surface,lighted,closed,le_ident,le_displaced_threshold_ft,he_ident,he_displaced_threshold_ft
21540,LA73,small_airport,Huffaker Field,29.6086,-90.8023,6.0,LA,Houma,no,41725,247457,1500.0,75.0,TURF,0,0,15,,33,
21541,LA74,heliport,CAGC Berwick Heliport,29.704634,-91.22276,13.0,LA,Berwick,no,41726,267854,30.0,30.0,GRAVEL,0,0,H1,,,
43047,LA75,small_airport,Glenn's Strip Ultralightport,30.205278,-92.21445,29.0,LA,Duson,no,41727,257523,1500.0,140.0,TURF,0,0,09,,27,
21543,LA76,small_airport,Spillers Club Airport,30.226555,-91.89879,16.0,LA,Breaux Bridge,no,41728,256916,4700.0,100.0,TURF,0,0,05,,23,
21544,LA77,small_airport,Tebow Airport,30.9632,-92.1746,60.0,LA,Bunkie,no,41729,247979,3400.0,75.0,TURF,0,0,17,,35,
21545,LA78,heliport,Cagc Dock Heliport,29.7894,-93.3224,6.0,LA,Cameron,no,41730,267855,250.0,250.0,CONC,0,0,H1,,,
21546,LA79,small_airport,Sycamore Airport,30.7185,-90.3579,180.0,LA,Amite,no,41731,247642,2400.0,60.0,TURF,0,0,18,,36,
21547,LA80,heliport,Popeyes Heliport,29.9683,-90.1823,6.0,LA,New Orleans,no,41732,267856,50.0,50.0,CONC,0,0,H1,,,
21548,LA81,closed,Cheneyville / Dyer Airport,31.00119,-92.28022,63.0,LA,Cheneyville,no,41733,252722,5100.0,85.0,ASPH-TURF,0,0,18,,36,
21549,LA82,heliport,VA Medical Center Heliport,31.353165,-92.436935,150.0,LA,Alexandria,no,41734,267857,60.0,60.0,CONC,0,0,H1,,,
21550,LA83,small_airport,McCutcheon Field,30.886467,-91.03117,272.0,LA,Clinton,no,41735,251275,2100.0,95.0,TURF,0,0,N,,S,
43049,LA84,heliport,Our Lady of the Lake Ascension Hospital Heliport,30.209654,-90.93076,10.0,LA,Gonzales,no,41736,267858,55.0,55.0,CONC,0,0,H1,,,
21552,LA85,closed,Odeco Cocodrie Heliport,29.2494,-90.662,3.0,LA,Cocodrie,no,41737,267859,30.0,30.0,GRAVEL,0,0,H1,,,
21553,LA86,heliport,Tenneco-Cocodrie Heliport,29.235548,-90.670105,3.0,LA,Cocodrie,no,41738,267860,20.0,20.0,CONC,0,0,H1,,,
21554,LA87,small_airport,Covington-Vincent Airport,30.5096,-90.1529,35.0,LA,Covington,no,41739,248876,3400.0,200.0,TURF,0,0,18,,36,
21557,LA90,small_airport,Walsh Airport,30.294334,-92.4262,26.0,LA,Crowley,no,41742,248423,2400.0,110.0,TURF,0,0,08,,26,
21558,LA91,small_airport,Gary Landing Strip Ultralightport,30.22201,-91.83212,21.0,LA,Parks,no,41743,254642,2700.0,80.0,TURF,0,0,05,,23,
21560,LA93,heliport,Children's Hospital Heliport,29.916927,-90.12793,36.0,LA,New Orleans,no,41745,267861,54.0,54.0,CONC,0,0,H1,,,
21562,LA95,heliport,Abbeville General Hospital Heliport,29.974361,-92.10844,13.0,LA,Abbeville,no,41747,267862,50.0,50.0,CONC,0,0,H1,,,
21563,LA96,heliport,Riverbend Heliport,30.7609,-91.3386,115.0,LA,Saint Francisville,no,41748,267863,40.0,20.0,CONC,0,0,H1,,,
21564,LA97,closed,Lady of the Sea General Hospital Heliport,29.45726,-90.31032,3.0,LA,Cut Off,no,41749,267864,60.0,60.0,CONC,0,0,H1,,,
21565,LA98,seaplane_base,West Bay Seaplane Base,29.1319,-89.3881,,LA,Venice,no,41750,253516,5000.0,75.0,WATER,0,0,07W,,25W,
21566,LA99,heliport,Ochsner Medical Center Baton Rouge Heliport,30.441904,-90.999405,40.0,LA,Baton Rouge,no,41751,267865,50.0,50.0,CONC,0,0,H1,,,
21569,LL01,heliport,OSF Family Medical Center Heliport,40.921608,-90.659004,760.0,IL,Monmouth,no,42973,267866,30.0,30.0,CONC,0,0,H1,,,
21570,LL04,heliport,Morris Hospital Heliport,41.370117,-88.42731,512.0,IL,Morris,no,42974,267867,58.0,58.0,ASPH/ CONC,0,0,H1,,,
21571,LL07,small_airport,Herb Tautz Airport,42.06258,-89.96812,853.0,IL,Mount Carroll,no,42975,257087,2400.0,80.0,TURF,0,0,E,,W,
345479,LL08,heliport,Advanced Asphalt Heliport,41.385723,-89.471596,705.0,IL,Princeton,no,42976,345480,40.0,40.0,CON,0,0,H1,,,
21572,LL09,small_airport,Air Estates Inc Airport,42.2806,-88.0945,800.0,IL,Mundelein,no,42977,249933,2000.0,150.0,TURF,0,0,N,,S,
21573,LL10,small_airport,Naper Aero Club Airport,41.7348,-88.2034,708.0,IL,Naperville,no,42978,247674,1750.0,70.0,TURF,0,0,09,,27,
21573,LL10,small_airport,Naper Aero Club Airport,41.7348,-88.2034,708.0,IL,Naperville,no,42978,247675,2575.0,30.0,ASPH,0,0,18,,36,
21574,LL11,heliport,Edward Hospital Heliport,41.7606,-88.1503,702.0,IL,Naperville,no,42979,267868,110.0,100.0,ASPH/ CONC,0,0,H1,,,
21575,LL12,heliport,Brown and Lambrecht Heliport,41.5003,-87.3414,600.0,IL,New Lenox,no,42980,267869,75.0,75.0,ASPH/ CONC,0,0,H1,,,
21576,LL13,small_airport,Stoney Real Estate Airport,38.0486,-88.3006,460.0,IL,Enfield,no,42981,254608,2275.0,70.0,TURF,0,0,18,,36,
350765,LL14,heliport,NW Lake Forest Hospital-Grayslake Heliport,42.337677,-88.00904,823.0,IL,Grayslake,no,42982,350766,50.0,50.0,CON,1,0,H1,,,
21577,LL18,closed,Ernest E Orwig Airport,41.0973,-90.4529,790.0,IL,North Henderson,no,42983,251216,2200.0,66.0,TURF,0,0,E,,W,
21578,LL20,closed,Smith Restricted Landing Area,39.3131,-90.2778,582.0,IL,Greenfield,no,42986,254781,2600.0,100.0,TURF,0,0,09,,27,
21579,LL22,small_airport,Brookeridge Air Park,41.7327,-87.9993,750.0,IL,Downers Grove,no,42987,255444,2772.0,150.0,TURF,0,0,09,,27,
21579,LL22,small_airport,Brookeridge Air Park,41.7327,-87.9993,750.0,IL,Downers Grove,no,42987,255445,1940.0,25.0,TURF,0,0,18,,36,
21580,LL23,closed,Meyer Airport,41.0172,-90.8778,580.0,IL,Oquawka,no,42988,246915,2300.0,70.0,TURF,0,0,09,,27,
21581,LL24,small_airport,Sunset Acres Airport,41.205837,-87.78488,665.0,IL,Saint George,no,42989,248971,2640.0,70.0,TURF,0,0,E,,W,
21582,LL25,heliport,Community Hospital of Ottawa Heliport,41.358196,-88.82497,480.0,IL,Ottawa,no,42990,267870,40.0,40.0,GRASS / SOD,0,0,H1,,,
21583,LL26,small_airport,Schaller Airport,38.272366,-89.857544,434.0,IL,New Athens,no,42991,256169,2235.0,90.0,TURF,0,0,18,,36,
21584,LL27,small_airport,Smith Airport,40.4542,-90.6235,702.0,IL,Macomb,no,42992,254759,2550.0,150.0,TURF-G,0,0,09,,27,
21585,LL28,small_airport,Sd Aero Airport,42.4328,-88.7172,930.0,IL,Capron,no,42993,250228,1600.0,70.0,TURF-G,0,0,18,,36,
21586,LL29,heliport,Pana Community Hospital Heliport,39.3789,-89.0844,685.0,IL,Pana,no,42994,267871,40.0,40.0,CONC,0,0,H1,,,
21587,LL32,small_airport,C D Maulding Airport,40.446556,-88.06533,800.0,IL,Paxton,no,42995,246977,2630.0,65.0,TURF,0,0,N,,S,
18052,LL34,small_airport,Thorp Airport,40.21934,-88.92198,750.0,IL,Wapella,no,42997,255655,2300.0,100.0,TURF-G,0,0,18,,36,
21589,LL35,heliport,Chicago Fire Department Air Sea Rescue Heliport,41.724403,-87.5264,598.0,IL,Chicago,no,42998,267872,50.0,50.0,CONC,0,0,H1,,,
21590,LL36,heliport,Exposition Gardens Heliport,40.7625,-89.6168,760.0,IL,Peoria,no,42999,267873,300.0,150.0,GRASS / SOD,0,0,H1,,,
21591,LL37,heliport,OSF Saint Francis Medical Center Heliport,40.7017,-89.5932,585.0,IL,Peoria,no,43000,267874,42.0,42.0,CONC,0,0,H1,,,
21592,LL38,small_airport,Stutzke Airport,41.81054,-89.83819,740.0,IL,Sterling,no,43001,255394,2200.0,70.0,TURF,0,0,09,,27,
21593,LL39,small_airport,Curanda Airport,41.2575,-88.4778,620.0,IL,Morris,no,43002,249335,2100.0,70.0,TURF-G,0,0,09,,27,
21594,LL40,closed,Frankfort Airport,41.4775,-87.8405,778.0,IL,Frankfort,no,43003,245259,4203.0,50.0,ASP,1,0,09,200.0,27,627.0
21595,LL42,heliport,St James Hospital Heliport,40.8711,-88.6806,660.0,IL,Pontiac,no,43004,267875,56.0,56.0,CONC,0,0,H1,,,
21596,LL43,closed,Gerald H Hamer Airport,41.45,-89.1667,690.0,IL,Peru,no,43005,246754,2000.0,80.0,TURF,0,0,09,,27,
21597,LL44,closed,Trovero Airport,41.2986,-89.1093,625.0,IL,Peru,no,43006,253364,2600.0,100.0,TURF,0,0,18,,36,
21598,LL45,small_airport,Lindell Loveless Airport,39.1823,-89.8218,657.0,IL,Gillespie,no,43007,253148,2633.0,130.0,TURF,0,0,N,,S,
21599,LL46,small_airport,Read Airport,40.8353,-88.1528,663.0,IL,Piper City,no,43008,256166,2110.0,90.0,TURF,0,0,09,,27,
21600,LL47,closed,Heritage Manor South Heliport,40.0067,-90.4303,444.0,IL,Beardstown,no,43009,267876,40.0,40.0,CONC,0,0,H1,,,
21601,LL48,closed,Wilcoxon Airport,39.9492,-89.7425,600.0,IL,Athens,no,43010,257317,2100.0,105.0,TURF,0,0,18,,36,
21602,LL49,small_airport,Raymond Restricted Landing Area,39.0622,-90.2722,658.0,IL,Jerseyville,no,43011,250636,1600.0,100.0,TURF,0,0,02,,20,
21603,LL51,small_airport,Riley's Field,41.6042,-88.2737,663.0,IL,Plainfield,no,43012,256993,2000.0,100.0,TURF,0,0,N,,S,
21604,LL52,small_airport,Wilts Airport,41.1611,-88.9391,650.0,IL,Streator,no,43013,250512,2000.0,100.0,TURF,0,0,18,,36,
21605,LL53,small_airport,Olson Airport,42.008617,-88.45777,955.0,IL,Elgin,no,43014,254965,2400.0,100.0,ASPH-TURF,0,0,NE,,SW,
21606,LL54,small_airport,Dunn Airport,41.7194,-89.03,850.0,IL,Paw Paw,no,43015,250222,1650.0,90.0,TURF-G,0,0,02,,20,
21607,LL55,small_airport,Gentry Airport,41.9909,-89.5598,865.0,IL,Polo,no,43016,250927,2000.0,100.0,TURF,0,0,E,,W,
21608,LL56,closed,Schott Airport,40.883163,-88.58963,659.0,IL,Pontiac,no,43017,248270,2400.0,76.0,TURF,0,0,09,,27,
21610,LL64,small_airport,Ralph E. Daniels Airport,41.1995,-89.3945,457.0,IL,Putnam,no,43021,254323,1400.0,70.0,TURF,0,0,E,,W,
21611,LL65,small_airport,Edgar Read Airport,41.1945,-89.4501,690.0,IL,Putnam,no,43022,257738,1600.0,100.0,TURF,0,0,18,,36,
21614,LL74,small_airport,Maple Hurst Farms Airport,42.0084,-89.0487,823.0,IL,Rochelle,no,43025,251244,2500.0,120.0,TURF,0,0,09,,27,
21615,LL75,small_airport,Chester Wyss Airport,42.425,-89.4501,920.0,IL,Rock City,no,43026,253924,1900.0,100.0,TURF,0,0,N,,S,
21616,LL78,small_airport,LZ Fairwinds Airport,42.312004,-89.151855,752.0,IL,Rockford,no,43028,256160,1700.0,100.0,TURF,0,0,09,,27,
21617,LL79,small_airport,Severson Airport,42.3931,-89.1307,813.0,IL,Rockford,no,43029,250204,2400.0,100.0,TURF,0,0,N,,S,
21618,LL80,small_airport,Darrington Airport,42.382,-89.1612,862.0,IL,Rockford,no,43030,254415,2200.0,90.0,TURF,0,0,E,,W,
21619,LL81,small_airport,Latham Park Aero Estates Airport,42.375,-89.0701,778.0,IL,Rockford,no,43031,256459,4300.0,100.0,TURF,0,0,N,,S,
21620,LL82,heliport,Atwood Heliport,42.3022,-89.0818,735.0,IL,Rockford,no,43032,267877,75.0,75.0,ASPH/ CONC,0,0,H1,,,
21621,LL83,heliport,Javon Bea Hospital-Rockton Heliport,42.29908,-89.099815,731.0,IL,Rockford,no,43033,267878,100.0,40.0,CONC,0,0,H1,,,
21621,LL83,heliport,Javon Bea Hospital-Rockton Heliport,42.29908,-89.099815,731.0,IL,Rockford,no,43033,267879,40.0,40.0,CONC,0,0,H2,,,
21622,LL84,heliport,St Anthony Medical Center Heliport,42.2695,-89.0034,860.0,IL,Rockford,no,43034,267880,40.0,40.0,CONC,0,0,H1,,,
21622,LL84,heliport,St Anthony Medical Center Heliport,42.2695,-89.0034,860.0,IL,Rockford,no,43034,267881,40.0,40.0,CONC,0,0,H2,,,
21623,LL87,small_airport,Compass Rose Airport,42.454826,-88.9049,970.0,IL,Rockton,no,43035,254154,1900.0,100.0,TURF,0,0,NE,,SW,
21624,LL88,small_airport,Harry D Fenton Airport,42.475,-89.089,770.0,IL,Rockton,no,43036,255008,2100.0,100.0,TURF,0,0,E,,W,
21625,LL89,small_airport,Blackhawk Farms Inc Airport,42.4872,-89.1079,759.0,IL,Rockton,no,43037,254824,2000.0,100.0,TURF,0,0,09,,27,
21626,LL90,small_airport,McCurdy Strip,42.44696,-88.900475,960.0,IL,Caledonia,no,43038,257678,2500.0,90.0,TURF,0,0,N,,S,
21627,LL91,small_airport,Hillman Airport,42.416004,-89.45306,870.0,IL,Rock City,no,43039,251806,1600.0,70.0,TURF,0,0,07,,25,
21628,LL94,small_airport,Mc Curdy Airport,42.4345,-88.9995,755.0,IL,Roscoe,no,43040,250464,2200.0,100.0,TURF,0,0,E,,W,
21629,LL95,heliport,Clarke Heliport,41.986343,-88.100464,805.0,IL,Roselle,no,43041,267882,75.0,75.0,CONC,0,0,H1,,,
21630,LL97,small_airport,Rockenbach Airport,42.3389,-88.0848,800.0,IL,Round Lake,no,43042,257737,2000.0,100.0,TURF,0,0,N,,S,
21633,LOR,heliport,Lowe AHP (Fort Rucker) Heliport,31.3558,-85.7512,294.0,AL,Fort Rucker Ozark,no,43223,267883,2000.0,75.0,ASPH/ CONC,0,0,06L,,24R,
21633,LOR,heliport,Lowe AHP (Fort Rucker) Heliport,31.3558,-85.7512,294.0,AL,Fort Rucker Ozark,no,43223,267884,2000.0,75.0,ASPH/ CONC,0,0,06R,,24L,
21633,LOR,heliport,Lowe AHP (Fort Rucker) Heliport,31.3558,-85.7512,294.0,AL,Fort Rucker Ozark,no,43223,267885,2000.0,75.0,ASPH/ CONC,0,0,18L,,36R,
21633,LOR,heliport,Lowe AHP (Fort Rucker) Heliport,31.3558,-85.7512,294.0,AL,Fort Rucker Ozark,no,43223,267886,2000.0,75.0,ASPH/ CONC,0,0,18R,,36L,
21634,LS00,small_airport,Whitehead Ultralightport,30.6755,-91.1143,105.0,LA,Zachary,no,43374,253471,1000.0,200.0,TURF,0,0,09,,27,
21635,LS01,heliport,Shell Pipe Line Gibson Heliport,29.62859,-90.93357,5.0,LA,Gibson,no,43375,267887,35.0,35.0,CONC,0,0,H1,,,
21635,LS01,heliport,Shell Pipe Line Gibson Heliport,29.62859,-90.93357,5.0,LA,Gibson,no,43375,267888,35.0,35.0,CONC,0,0,H2,,,
21635,LS01,heliport,Shell Pipe Line Gibson Heliport,29.62859,-90.93357,5.0,LA,Gibson,no,43375,267889,35.0,35.0,CONC,0,0,H3,,,
21636,LS02,heliport,North Oaks Medical Center Heliport,30.46598,-90.462585,38.0,LA,Hammond,no,43376,267890,75.0,75.0,CONC,0,0,H1,,,
21638,LS04,closed,Bobby Jones Flying Service Inc Airport,32.3167,-91.8395,69.0,LA,Mangham,no,43378,252145,2000.0,100.0,TURF,0,0,18,,36,
21640,LS06,heliport,Pointe Coupee General Hospital Heliport,30.6832,-91.4612,37.0,LA,New Roads,no,43380,267891,40.0,40.0,CONC,0,0,H1,,,
21641,LS07,heliport,Lsu Health Science Center Heliport,32.4806,-93.7622,336.0,LA,Shreveport,no,43381,267892,54.0,54.0,ALUM,0,0,H1,,,
21642,LS08,heliport,Boothville Heliport,29.353983,-89.437355,3.0,LA,Buras,no,43382,267893,100.0,100.0,GRASS / SOD,0,0,H1,,,
21644,LS10,small_airport,Reynolds Airport,30.2721,-93.3118,20.0,LA,Westlake,no,43384,250668,2000.0,40.0,TURF,0,0,16,,34,
21645,LS11,closed,Liddieville Airport,32.1535,-91.8437,73.0,LA,Winnsboro,no,43385,257279,2450.0,65.0,ASPH-TURF,0,0,18,,36,
21646,LS12,heliport,Bastian Bay Heliport,29.3141,-89.6142,10.0,LA,Buras,no,43386,267894,24.0,24.0,CONC,0,0,H1,,,
21647,LS13,heliport,Omni Heliport,30.3479,-92.0412,50.0,LA,Carencro,no,43387,267895,45.0,45.0,CONC,0,0,H1,,,
21648,LS14,small_airport,Lyon Airport,30.071,-92.8251,6.0,LA,Thornwell,no,43388,256446,2400.0,115.0,TURF-G,0,0,18,,36,
21649,LS15,closed,Diamond Shamrock Heliport,29.891062,-91.6802,20.0,LA,Jeanerette,no,43389,267896,24.0,24.0,CONC,0,0,H1,,,
21650,LS16,small_airport,Circle G Airport,32.010895,-91.75676,75.0,LA,Jigger,no,43390,247230,2640.0,50.0,TURF,0,0,09,,27,
21650,LS16,small_airport,Circle G Airport,32.010895,-91.75676,75.0,LA,Jigger,no,43390,247231,1320.0,50.0,TURF,0,0,18,,36,
21651,LS17,heliport,Jack Kent Heliport,30.066,-89.6189,,LA,Slidell,no,43391,267897,30.0,30.0,CONC,0,0,H1,,,
7293,LS18,small_airport,Ag Aviation Airport,30.2239,-92.7786,21.0,LA,Welsh,no,43392,247849,2500.0,140.0,TURF-G,0,0,09,,27,
7293,LS18,small_airport,Ag Aviation Airport,30.2239,-92.7786,21.0,LA,Welsh,no,43392,247850,2600.0,95.0,TURF-G,0,0,18,,36,
21653,LS19,heliport,Houma Terrebonne Heliport,29.2505,-90.6623,3.0,LA,Chauvin,no,43393,267898,80.0,80.0,GRASS / SOD,0,0,H1,,,
21656,LS22,heliport,St Helena Parish Hospital Heliport,30.831806,-90.66656,180.0,LA,Greensburg,no,43396,267899,40.0,40.0,CONC,0,0,H1,,,
21657,LS23,heliport,Womens's and Children's Hospital Heliport,30.153399,-92.04629,30.0,LA,Lafayette,no,43397,267900,40.0,40.0,CONC,0,0,H1,,,
21658,LS24,heliport,Touro Infirmary Heliport,29.926819,-90.09322,50.0,LA,New Orleans,no,43398,267901,66.0,48.0,CONC,0,0,H1,,,
21659,LS25,small_airport,Annison Private Airport,30.7046,-91.0607,120.0,LA,Slaughter,no,43399,254621,2800.0,50.0,TURF,0,0,01,,19,
21661,LS27,heliport,Rapides Regional Medical Center Heliport,31.3158,-92.44987,125.0,LA,Alexandria,no,43401,267902,60.0,60.0,CONC,0,0,H1,,,
21662,LS28,heliport,Barataria Bay Heliport,29.3786,-89.8545,3.0,LA,Ecaille,no,43402,267903,24.0,24.0,CONC,0,0,H1,,,
21663,LS29,closed,South 40 Heliport,30.1235,-93.2518,16.0,LA,Lake Charles,no,43403,267904,40.0,40.0,CONC,0,0,H1,,,
21664,LS30,heliport,University Health Conway Hospital Heliport,32.44918,-92.10754,79.0,LA,Monroe,no,43404,267905,65.0,65.0,CONC,0,0,H1,,,
21665,LS31,heliport,Fresh Water Bayou Heliport,29.6015,-92.2601,4.0,LA,Intercoastal City,no,43405,267906,46.0,46.0,CONC,0,0,H1,,,
21448,LS34,small_airport,Bordelon Airpark,30.30644,-91.85955,22.0,LA,Breaux Bridge,no,43408,254106,2985.0,80.0,TURF-G,0,0,06,,24,
21668,LS35,small_airport,Nauga Field,30.7625,-91.2773,38.0,LA,St Francisville,no,43409,253664,1550.0,75.0,TURF,0,0,14,,32,
21669,LS36,small_airport,Light Plane Flyers Airfield,30.2502,-92.972,25.0,LA,Iowa,no,43410,252265,1335.0,75.0,TURF,0,0,18,,36,
21670,LS37,heliport,West Calcasieu Cameron Hospital Heliport,30.2299,-93.3688,11.0,LA,Sulphur,no,43411,267907,40.0,40.0,CONC,0,0,H1,,,
21671,LS38,small_airport,Richard's Airport,30.0131,-91.8692,15.0,LA,New Iberia,no,43412,249198,2200.0,45.0,TURF,0,0,07,,25,
21672,LS39,small_airport,Country Bend Airport,30.5894,-90.9846,49.0,LA,Watson,no,43413,257705,3000.0,50.0,TURF,0,0,05,,23,
21673,LS40,small_airport,St Charles Airport,29.9519,-90.2861,13.0,LA,Ama,no,43414,255541,3900.0,125.0,TURF,0,0,17,,35,
21674,LS41,small_airport,Tater Patch Ultralightport,32.5671,-93.8789,240.0,LA,Shreveport,no,43415,257148,1000.0,75.0,TURF-G,0,0,09,,27,
21674,LS41,small_airport,Tater Patch Ultralightport,32.5671,-93.8789,240.0,LA,Shreveport,no,43415,257149,2100.0,75.0,TURF-G,0,0,13,,31,
21675,LS42,heliport,Acadia General Hospital Heliport,30.226564,-92.36398,24.0,LA,Crowley,no,43416,267908,60.0,60.0,CONC,0,0,H1,,,
21678,LS45,heliport,Entergy Waterford 3 Heliport,29.992085,-90.467766,15.0,LA,Killona,no,43419,267909,50.0,50.0,CONC,0,0,H1,,,
21679,LS46,closed,Blount Airport,31.4585,-91.8229,50.0,LA,Monterey,no,43420,256640,2500.0,80.0,TURF,0,0,11,,29,
21680,LS47,heliport,Marine Shale Processors Inc Heliport,29.6627,-91.1284,20.0,LA,Morgan City,no,43421,267910,30.0,30.0,CONC,0,0,H1,,,
21681,LS48,heliport,Assumption Comunity Hospital Heliport,29.9571,-91.0337,15.0,LA,Napoleonville,no,43422,267911,40.0,40.0,CONC,0,0,H1,,,
21684,LS51,heliport,Northshore Regional Medical Center Heliport,30.2869,-89.7406,14.0,LA,Slidell,no,43425,267912,40.0,40.0,CONC,0,0,H1,,,
21685,LS52,heliport,Era Helicopters Venice Base Heliport,29.2874,-89.3678,,LA,Venice,no,43426,267913,50.0,50.0,CONC,0,0,H1,,,
21686,LS53,heliport,Ville Platte Medical Center Heliport,30.6819,-92.266,75.0,LA,Ville Platte,no,43427,267914,50.0,50.0,CONC,0,0,H1,,,
21687,LS54,small_airport,Brian's Ultralightport,30.694864,-91.1928,65.0,LA,Zachary,no,43428,253775,1500.0,60.0,TURF,0,0,04,,22,
21688,LS55,heliport,William Olefins LLC,30.231201,-91.051605,13.0,LA,Geismar,no,43429,267915,150.0,150.0,GRASS / SOD,0,0,H1,,,
21689,LS56,heliport,Medicant Island Heliport,29.3366,-89.9842,15.0,LA,Grand Isle,no,43430,267916,25.0,25.0,CONC,0,0,H1,,,
21690,LS57,heliport,River Parish Hospital Heliport,30.072662,-90.51388,10.0,LA,LaPlace,no,43431,267917,36.0,27.0,CONC,0,0,H1,,,
21691,LS58,heliport,Christus Ochsner Lake Area Hospital Heliport,30.180328,-93.250984,16.0,LA,Lake Charles,no,43432,267918,40.0,40.0,CONC,0,0,H1,,,
21692,LS59,small_airport,La Petite Airdrome Ultralightport,30.629232,-92.18908,63.0,LA,Opelousas,no,43433,248857,500.0,75.0,TURF,0,0,13,,31,
21693,LS60,heliport,East Field,30.2513,-91.0865,17.0,LA,St Gabriel,no,43434,267919,60.0,60.0,GRASS / SOD,0,0,H1,,,
21695,LS62,heliport,Burns Point Plant Heliport,29.5716,-91.5321,2.0,LA,Centerville,no,43436,267920,50.0,50.0,CONC,0,0,H1,,,
21697,LS64,heliport,District 8 Emergency Heliport,29.6885,-90.9873,,LA,Gibson,no,43438,267921,30.0,30.0,CONC,0,0,H1,,,
21699,LS66,heliport,Petro Com Headquarters Heliport,29.9702,-90.2034,10.0,LA,Harahan,no,43440,267922,55.0,40.0,CONC,0,0,H1,,,
21700,LS67,heliport,Avoyelles Hospital Heliport,31.14379,-92.06203,75.0,LA,Marksville,no,43441,267923,40.0,40.0,CONC,0,0,H1,,,
21701,LS68,small_airport,Ken Guidry #1 Airport,29.9347,-92.2135,10.0,LA,Abbeville,no,43442,257344,2600.0,150.0,TURF,0,0,09,,27,
21702,LS69,closed,L J Earnest Airport,32.6435,-93.6624,165.0,LA,Benton,no,43443,254217,4000.0,100.0,TURF,0,0,08,,26,
334246,LS70,small_airport,Lake Air Service-Pine Island Airport,30.340649,-92.73696,39.0,LA,Jennings,no,43444,334247,3875.0,120.0,Concrete and turf.,0,0,18,,36,
21703,LS71,heliport,Raceland Station Heliport,29.728,-90.5943,10.0,LA,Raceland,no,43445,267924,25.0,25.0,GRAVEL,0,0,H1,,,
21704,LS72,small_airport,Aerolite Aero Park Ultralightport,30.203,-92.8121,13.0,LA,Welsh,no,43446,254271,400.0,50.0,TURF,0,0,09,,27,
21704,LS72,small_airport,Aerolite Aero Park Ultralightport,30.203,-92.8121,13.0,LA,Welsh,no,43446,254272,900.0,50.0,TURF,0,0,15,,33,
21704,LS72,small_airport,Aerolite Aero Park Ultralightport,30.203,-92.8121,13.0,LA,Welsh,no,43446,254273,750.0,60.0,TURF,0,0,18,,36,
21705,LS73,heliport,Amax Metals Recovery Inc. Heliport,29.863043,-89.96806,7.0,LA,Braithwaite,no,43447,267925,25.0,25.0,CONC,0,0,H1,,,
21706,LS74,heliport,Utec Heliport,30.2269,-93.1999,10.0,LA,Lake Charles,no,43448,267926,30.0,30.0,GRASS / SOD,0,0,H1,,,
21707,LS75,heliport,Cameron Shore Base Heliport,29.819227,-93.3387,4.0,LA,Cameron,no,43449,267927,50.0,50.0,CONC,0,0,H1,,,
21707,LS75,heliport,Cameron Shore Base Heliport,29.819227,-93.3387,4.0,LA,Cameron,no,43449,267928,50.0,50.0,CONC,0,0,H2,,,
21707,LS75,heliport,Cameron Shore Base Heliport,29.819227,-93.3387,4.0,LA,Cameron,no,43449,267929,50.0,50.0,CONC,0,0,H3,,,
21708,LS76,small_airport,Hickham Field,30.4627,-90.1701,25.0,LA,Covington,no,43450,249348,2000.0,100.0,TURF,0,0,18,,36,
21709,LS77,small_airport,Magnolia Airpark,30.727068,-91.148735,140.0,LA,Slaughter,no,43451,248872,3000.0,100.0,TURF,0,0,18,,36,
21710,LS78,heliport,Willis-Knighton Medical Center Heliport,32.487003,-93.77832,253.0,LA,Shreveport,no,43452,267930,70.0,70.0,CONC,0,0,H1,,,
21711,LS79,heliport,Hardtner Medical Center Heliport,31.8613,-92.276,90.0,LA,Urania,no,43453,267931,40.0,40.0,CONC,0,0,H1,,,
21712,LS80,closed,Station 823 Heliport,30.4341,-92.8754,35.0,LA,Kinder,no,43454,267932,50.0,50.0,CONC,0,0,H1,,,
21713,LS81,heliport,Lake Charles Office Heliport,30.1144,-93.2121,15.0,LA,Lake Charles,no,43455,267933,25.0,25.0,CONC,0,0,H1,,,
15800,LS83,small_airport,Delta Dusters Airport,32.061737,-91.25146,77.0,LA,Newellton,no,43457,257849,2750.0,75.0,ASPH-P,0,0,06,,24,
21715,LS84,heliport,Compressor Station 524 Heliport,29.2161,-90.2159,3.0,LA,Leeville,no,43458,267934,75.0,75.0,GRAVEL,0,0,H1,,,
21716,LS85,heliport,East Jefferson General Hospital Heliport,30.012774,-90.181946,37.0,LA,Metairie,no,43459,267935,75.0,75.0,ASPH/ CONC,0,0,H1,,,
21717,LS86,small_airport,Le Blanc Field,30.6819,-90.4193,158.0,LA,Hammond,no,43460,258049,1300.0,75.0,TURF,0,0,10,,28,
349529,LS88,small_airport,Kreswell Airport,30.449677,-92.326256,42.0,LA,Eunice,no,43462,349530,2029.0,75.0,Turf,0,0,14,,32,
21719,LS89,small_airport,Sara Field,30.940813,-91.473305,333.0,LA,St Francisville,no,43463,257330,600.0,100.0,TURF,0,0,NE,,SW,
21721,LS91,small_airport,Tim Bullard Memorial Airport,30.417547,-91.97474,32.0,LA,Arnaudville,no,43465,247803,1500.0,100.0,TURF,0,0,09,,27,
